Ingredient_name	GNSP_ID
adenine	"CCMSLIB00000221755"
adenosine	"CCMSLIB00000222426"
adenosine	"CCMSLIB00000222428"
adenosine	"CCMSLIB00000222430"
adenosine	"CCMSLIB00000222853"
adenosine	"CCMSLIB00000222854"
adenosine	"CCMSLIB00000223341"
adenosine	"CCMSLIB00000211971"
adenosine	"CCMSLIB00000212493"
adenosine	"CCMSLIB00000212495"
adenosine	"CCMSLIB00000212497"
adenosine	"CCMSLIB00000212498"
adenosine	"CCMSLIB00000212500"
adenosine	"CCMSLIB00000212502"
adenosine	"CCMSLIB00000220049"
adenosine	"CCMSLIB00000220051"
adenosine	"CCMSLIB00000220054"
adenosine	"CCMSLIB00000220055"
adenosine	"CCMSLIB00000220057"
adenosine	"CCMSLIB00000220745"
adenosine	"CCMSLIB00000220746"
adenosine	"CCMSLIB00000221656"
adenosine	"CCMSLIB00000221757"
adonitol	"CCMSLIB00000213329"
aesculetin	"CCMSLIB00000223294"
aesculetin	"CCMSLIB00000220585"
aesculetin	"CCMSLIB00000220587"
aesculetin	"CCMSLIB00000220589"
aesculetin	"CCMSLIB00000220591"
aesculetin	"CCMSLIB00000220593"
aesculetin	"CCMSLIB00000220595"
aesculetin	"CCMSLIB00000221720"
aesculetin	"CCMSLIB00000222754"
aesculetin	"CCMSLIB00000222756"
aesculin	"CCMSLIB00000223295"
aesculin	"CCMSLIB00000220597"
aesculin	"CCMSLIB00000220600"
aesculin	"CCMSLIB00000220602"
aesculin	"CCMSLIB00000220604"
aesculin	"CCMSLIB00000220605"
aesculin	"CCMSLIB00000220608"
aesculin	"CCMSLIB00000220609"
aesculin	"CCMSLIB00000220612"
aesculin	"CCMSLIB00000220613"
aesculin	"CCMSLIB00000220615"
aesculin	"CCMSLIB00000220618"
aesculin	"CCMSLIB00000220619"
aesculin	"CCMSLIB00000221722"
aesculin	"CCMSLIB00000222758"
afzelin	"CCMSLIB00000221222"
afzelin	"CCMSLIB00000221473"
afzelin	"CCMSLIB00000222467"
agmatine	"CCMSLIB00000216997"
agmatine	"CCMSLIB00000216999"
agmatine	"CCMSLIB00000217001"
agmatine	"CCMSLIB00000217003"
agmatine	"CCMSLIB00000217004"
agmatine	"CCMSLIB00000222897"
agmatine	"CCMSLIB00000223133"
alanine	"CCMSLIB00000221647"
albiflorin	"CCMSLIB00000223362"
allantoin	"CCMSLIB00000222934"
allantoin	"CCMSLIB00000213331"
allantoin	"CCMSLIB00000213333"
allantoin	"CCMSLIB00000213335"
allantoin	"CCMSLIB00000220904"
allocryptopine	"CCMSLIB00000222109"
allocryptopine	"CCMSLIB00000222112"
aloin	"CCMSLIB00000222208"
aloin	"CCMSLIB00000222487"
aloin	"CCMSLIB00000222489"
alpha-bisabolol	"CCMSLIB00000218458"
alpha-bisabolol	"CCMSLIB00000218460"
alpha-bisabolol	"CCMSLIB00000218462"
alpha-bisabolol	"CCMSLIB00000218464"
alpha-copaene	"CCMSLIB00000216882"
alpha-tocotrienol	"CCMSLIB00000223297"
alpha-tocotrienol	"CCMSLIB00000220631"
alpha-tocotrienol	"CCMSLIB00000220633"
alpha-tocotrienol	"CCMSLIB00000220635"
alpha-tocotrienol	"CCMSLIB00000220637"
alpha-tocotrienol	"CCMSLIB00000220639"
alpha-tocotrienol	"CCMSLIB00000221726"
amber acid	"CCMSLIB00000214641"
amber acid	"CCMSLIB00000221977"
amber acid	"CCMSLIB00000222672"
amentoflavone	"CCMSLIB00000222548"
amentoflavone	"CCMSLIB00000222550"
amentoflavone	"CCMSLIB00000222552"
amentoflavone	"CCMSLIB00000222554"
aminoacetic acid	"CCMSLIB00000218374"
aminoacetic acid	"CCMSLIB00000218376"
aminoacetic acid	"CCMSLIB00000218378"
aminoacetic acid	"CCMSLIB00000218380"
aminoacetic acid	"CCMSLIB00000218382"
aminoacetic acid	"CCMSLIB00000212540"
aminoacetic acid	"CCMSLIB00000212542"
aminoacetic acid	"CCMSLIB00000212544"
aminopyrine	"CCMSLIB00000209105"
aminopyrine	"CCMSLIB00000209107"
aminopyrine	"CCMSLIB00000209109"
aminopyrine	"CCMSLIB00000209111"
aminopyrine	"CCMSLIB00000209113"
aminopyrine	"CCMSLIB00000209115"
aminopyrine	"CCMSLIB00000209117"
aminopyrine	"CCMSLIB00000209119"
aminopyrine	"CCMSLIB00000209121"
aminopyrine	"CCMSLIB00000209123"
aminopyrine	"CCMSLIB00000209125"
aminopyrine	"CCMSLIB00000209127"
aminopyrine	"CCMSLIB00000209129"
aminopyrine	"CCMSLIB00000209131"
aminopyrine	"CCMSLIB00000216905"
aminopyrine	"CCMSLIB00000216907"
aminopyrine	"CCMSLIB00000216909"
aminopyrine	"CCMSLIB00000216911"
aminopyrine	"CCMSLIB00000216913"
aminopyrine	"CCMSLIB00000221120"
anabasine	"CCMSLIB00000216895"
anabasine	"CCMSLIB00000216897"
anabasine	"CCMSLIB00000216899"
anabasine	"CCMSLIB00000216901"
anabasine	"CCMSLIB00000216903"
aniline	"CCMSLIB00000216814"
aniline	"CCMSLIB00000216816"
aniline	"CCMSLIB00000216818"
aniline	"CCMSLIB00000216820"
aniline	"CCMSLIB00000216822"
aniline	"CCMSLIB00000222937"
aniline	"CCMSLIB00000222938"
aniline	"CCMSLIB00000213345"
aniline	"CCMSLIB00000213347"
aniline	"CCMSLIB00000213349"
aniline	"CCMSLIB00000213351"
aniline	"CCMSLIB00000213353"
aniline	"CCMSLIB00000220910"
aniline	"CCMSLIB00000220912"
anserine	"CCMSLIB00000217147"
anserine	"CCMSLIB00000217149"
anserine	"CCMSLIB00000217151"
anserine	"CCMSLIB00000217153"
anserine	"CCMSLIB00000217155"
anserine	"CCMSLIB00000221103"
anthranilic acid	"CCMSLIB00000216052"
anthranilic acid	"CCMSLIB00000216054"
anthranilic acid	"CCMSLIB00000216056"
anthranilic acid	"CCMSLIB00000216496"
anthranilic acid	"CCMSLIB00000216497"
anthranilic acid	"CCMSLIB00000216499"
anthranilic acid	"CCMSLIB00000216568"
anthranilic acid	"CCMSLIB00000216570"
anthranilic acid	"CCMSLIB00000216572"
anthranilic acid	"CCMSLIB00000216574"
anthranilic acid	"CCMSLIB00000216576"
anthranilic acid	"CCMSLIB00000222855"
anthranilic acid	"CCMSLIB00000212504"
anthranilic acid	"CCMSLIB00000212506"
anthranilic acid	"CCMSLIB00000212508"
anthranilic acid	"CCMSLIB00000212510"
anthranilic acid	"CCMSLIB00000212511"
anthranilic acid	"CCMSLIB00000212512"
anthranilic acid	"CCMSLIB00000220748"
anthranilic acid	"CCMSLIB00000221759"
apigenin	"CCMSLIB00000222654"
apigenin	"CCMSLIB00000222657"
apigenin	"CCMSLIB00000223050"
apigenin	"CCMSLIB00000223051"
apigenin	"CCMSLIB00000211999"
apigenin	"CCMSLIB00000215063"
apigenin	"CCMSLIB00000215065"
apigenin	"CCMSLIB00000215067"
apigenin	"CCMSLIB00000215070"
apigenin	"CCMSLIB00000215072"
apigenin	"CCMSLIB00000215074"
apigenin	"CCMSLIB00000215076"
apigenin	"CCMSLIB00000221136"
apigenin	"CCMSLIB00000221138"
apigenin	"CCMSLIB00000222032"
apigenin 7-o-beta-d-glucopyranoside	"CCMSLIB00000223062"
apigenin 7-o-beta-d-glucopyranoside	"CCMSLIB00000215259"
apigenin 7-o-beta-d-glucopyranoside	"CCMSLIB00000215261"
apigenin 7-o-beta-d-glucopyranoside	"CCMSLIB00000215263"
apigenin 7-o-beta-d-glucopyranoside	"CCMSLIB00000215265"
apigenin 7-o-beta-d-glucopyranoside	"CCMSLIB00000215266"
apigenin 7-o-beta-d-glucopyranoside	"CCMSLIB00000215268"
apigenin 7-o-beta-d-glucopyranoside	"CCMSLIB00000215270"
apigenin 7-o-beta-d-glucopyranoside	"CCMSLIB00000215272"
apigenin 7-o-beta-d-glucopyranoside	"CCMSLIB00000215274"
apigenin 7-o-beta-d-glucopyranoside	"CCMSLIB00000215276"
apigenin 7-o-beta-d-glucopyranoside	"CCMSLIB00000215278"
apigenin 7-o-beta-d-glucopyranoside	"CCMSLIB00000215280"
apigenin 7-o-beta-d-glucopyranoside	"CCMSLIB00000221159"
apigenin 7-o-beta-d-glucopyranoside	"CCMSLIB00000222061"
apigenin-7-o-glucoside	"CCMSLIB00000222715"
apigenin-7-o-glucoside	"CCMSLIB00000222717"
apigenin-7-o-glucoside	"CCMSLIB00000223062"
apigenin-7-o-glucoside	"CCMSLIB00000215259"
apigenin-7-o-glucoside	"CCMSLIB00000215261"
apigenin-7-o-glucoside	"CCMSLIB00000215263"
apigenin-7-o-glucoside	"CCMSLIB00000215265"
apigenin-7-o-glucoside	"CCMSLIB00000215266"
apigenin-7-o-glucoside	"CCMSLIB00000215268"
apigenin-7-o-glucoside	"CCMSLIB00000215270"
apigenin-7-o-glucoside	"CCMSLIB00000215272"
apigenin-7-o-glucoside	"CCMSLIB00000215274"
apigenin-7-o-glucoside	"CCMSLIB00000215276"
apigenin-7-o-glucoside	"CCMSLIB00000215278"
apigenin-7-o-glucoside	"CCMSLIB00000215280"
apigenin-7-o-glucoside	"CCMSLIB00000221159"
apigenin-7-o-glucoside	"CCMSLIB00000222061"
apigenin-7-o-neohesperidoside	"CCMSLIB00000222719"
apigenin-7-o-neohesperidoside	"CCMSLIB00000222721"
apigenin-7-o-neohesperidoside	"CCMSLIB00000223063"
apigenin-7-o-neohesperidoside	"CCMSLIB00000215282"
apigenin-7-o-neohesperidoside	"CCMSLIB00000215284"
apigenin-7-o-neohesperidoside	"CCMSLIB00000215286"
apigenin-7-o-neohesperidoside	"CCMSLIB00000215288"
apigenin-7-o-neohesperidoside	"CCMSLIB00000215290"
apigenin-7-o-neohesperidoside	"CCMSLIB00000215292"
apigenin-7-o-neohesperidoside	"CCMSLIB00000215294"
apigenin-7-o-neohesperidoside	"CCMSLIB00000215296"
apigenin-7-o-neohesperidoside	"CCMSLIB00000215298"
apigenin-7-o-neohesperidoside	"CCMSLIB00000215300"
apigenin-7-o-neohesperidoside	"CCMSLIB00000215302"
apigenin-7-o-neohesperidoside	"CCMSLIB00000215304"
apigenin-7-o-neohesperidoside	"CCMSLIB00000221161"
apigenin-7-o-neohesperidoside	"CCMSLIB00000222064"
apigenin-7-o-neohesperidoside	"CCMSLIB00000222066"
apigetrin	"CCMSLIB00000222715"
apigetrin	"CCMSLIB00000222717"
apigetrin	"CCMSLIB00000223062"
apigetrin	"CCMSLIB00000215259"
apigetrin	"CCMSLIB00000215261"
apigetrin	"CCMSLIB00000215263"
apigetrin	"CCMSLIB00000215265"
apigetrin	"CCMSLIB00000215266"
apigetrin	"CCMSLIB00000215268"
apigetrin	"CCMSLIB00000215270"
apigetrin	"CCMSLIB00000215272"
apigetrin	"CCMSLIB00000215274"
apigetrin	"CCMSLIB00000215276"
apigetrin	"CCMSLIB00000215278"
apigetrin	"CCMSLIB00000215280"
apigetrin	"CCMSLIB00000221159"
apigetrin	"CCMSLIB00000222061"
arachidonic acid	"CCMSLIB00000222645"
arginine	"CCMSLIB00000221713"
arginine	"CCMSLIB00000221715"
arginine	"CCMSLIB00000221717"
asparagine	"CCMSLIB00000221790"
asparagine	"CCMSLIB00000221792"
asparagine	"CCMSLIB00000221794"
asparagine	"CCMSLIB00000221796"
asparagine	"CCMSLIB00000221798"
aspartic acid	"CCMSLIB00000221782"
aspartic acid	"CCMSLIB00000221784"
aspartic acid	"CCMSLIB00000221786"
aspartic acid	"CCMSLIB00000221788"
aspidocarpine	"CCMSLIB00000204772"
aspidocarpine	"CCMSLIB00000204777"
aspidocarpine	"CCMSLIB00000204781"
astragalin	"CCMSLIB00000222760"
astragalin	"CCMSLIB00000222761"
astragalin	"CCMSLIB00000222762"
astragalin	"CCMSLIB00000223070"
astragalin	"CCMSLIB00000223316"
astragalin	"CCMSLIB00000215432"
astragalin	"CCMSLIB00000215434"
astragalin	"CCMSLIB00000215436"
astragalin	"CCMSLIB00000215438"
astragalin	"CCMSLIB00000215440"
astragalin	"CCMSLIB00000215442"
astragalin	"CCMSLIB00000215444"
astragalin	"CCMSLIB00000215446"
astragalin	"CCMSLIB00000215448"
astragalin	"CCMSLIB00000215449"
astragalin	"CCMSLIB00000215452"
astragalin	"CCMSLIB00000218793"
astragalin	"CCMSLIB00000218795"
astragalin	"CCMSLIB00000218797"
astragalin	"CCMSLIB00000218799"
astragalin	"CCMSLIB00000218801"
astragalin	"CCMSLIB00000218803"
astragalin	"CCMSLIB00000218805"
astragalin	"CCMSLIB00000218808"
astragalin	"CCMSLIB00000218810"
astragalin	"CCMSLIB00000218812"
astragalin	"CCMSLIB00000218814"
astragalin	"CCMSLIB00000218815"
astragalin	"CCMSLIB00000221175"
astragalin	"CCMSLIB00000221475"
astragalin	"CCMSLIB00000222087"
astragalin	"CCMSLIB00000222089"
astragalin	"CCMSLIB00000222469"
atenolol	"CCMSLIB00000207202"
atenolol	"CCMSLIB00000207203"
atenolol	"CCMSLIB00000207204"
atenolol	"CCMSLIB00000207205"
atenolol	"CCMSLIB00000207206"
atenolol	"CCMSLIB00000207207"
atenolol	"CCMSLIB00000207208"
atenolol	"CCMSLIB00000207209"
atenolol	"CCMSLIB00000207210"
atenolol	"CCMSLIB00000207211"
atenolol	"CCMSLIB00000207212"
atenolol	"CCMSLIB00000207213"
atenolol	"CCMSLIB00000207214"
atenolol	"CCMSLIB00000207215"
atenolol	"CCMSLIB00000223637"
atenolol	"CCMSLIB00000223638"
atenolol	"CCMSLIB00000223639"
atenolol	"CCMSLIB00000223640"
atrazine	"CCMSLIB00000208106"
atrazine	"CCMSLIB00000208107"
atrazine	"CCMSLIB00000208108"
atrazine	"CCMSLIB00000208109"
atrazine	"CCMSLIB00000208110"
atrazine	"CCMSLIB00000208111"
atrazine	"CCMSLIB00000208112"
atrazine	"CCMSLIB00000208113"
atrazine	"CCMSLIB00000208114"
atrazine	"CCMSLIB00000208115"
atrazine	"CCMSLIB00000208116"
atrazine	"CCMSLIB00000208117"
atrazine	"CCMSLIB00000208118"
atrazine	"CCMSLIB00000208119"
atrazine	"CCMSLIB00000579161"
atrazine	"CCMSLIB00000579162"
atrazine	"CCMSLIB00000223483"
atrazine	"CCMSLIB00000223484"
atrazine	"CCMSLIB00000223485"
atrazine	"CCMSLIB00000223486"
atropine	"CCMSLIB00000216936"
atropine	"CCMSLIB00000216937"
atropine	"CCMSLIB00000216940"
atropine	"CCMSLIB00000216942"
atropine	"CCMSLIB00000216944"
atropine	"CCMSLIB00000221126"
atropine	"CCMSLIB00000223358"
baicalin	"CCMSLIB00000222723"
baicalin	"CCMSLIB00000222725"
baicalin	"CCMSLIB00000222727"
baicalin	"CCMSLIB00000222730"
baicalin	"CCMSLIB00000223064"
baicalin	"CCMSLIB00000223351"
baicalin	"CCMSLIB00000215305"
baicalin	"CCMSLIB00000215307"
baicalin	"CCMSLIB00000215309"
baicalin	"CCMSLIB00000215311"
baicalin	"CCMSLIB00000215313"
baicalin	"CCMSLIB00000215315"
baicalin	"CCMSLIB00000215317"
baicalin	"CCMSLIB00000215319"
baicalin	"CCMSLIB00000215321"
baicalin	"CCMSLIB00000215323"
baicalin	"CCMSLIB00000215325"
baicalin	"CCMSLIB00000221164"
baicalin	"CCMSLIB00000222068"
behenic acid	"CCMSLIB00000216921"
benzaldehyde	"CCMSLIB00000212336"
benzoate	"CCMSLIB00000219101"
benzoic acid	"CCMSLIB00000219101"
benzophenone	"CCMSLIB00000579128"
benzophenone	"CCMSLIB00000579129"
benzothiazole	"CCMSLIB00000208494"
benzothiazole	"CCMSLIB00000208495"
benzothiazole	"CCMSLIB00000208496"
benzothiazole	"CCMSLIB00000208497"
benzothiazole	"CCMSLIB00000208498"
benzothiazole	"CCMSLIB00000208499"
benzothiazole	"CCMSLIB00000208500"
benzothiazole	"CCMSLIB00000208501"
benzothiazole	"CCMSLIB00000208502"
benzothiazole	"CCMSLIB00000208503"
benzothiazole	"CCMSLIB00000208504"
benzothiazole	"CCMSLIB00000208505"
berberine	"CCMSLIB00000217440"
berberine	"CCMSLIB00000217442"
berberine	"CCMSLIB00000217444"
berberine	"CCMSLIB00000217446"
berberine	"CCMSLIB00000217449"
berberine	"CCMSLIB00000221139"
berberine	"CCMSLIB00000222114"
berberine	"CCMSLIB00000222116"
berberine	"CCMSLIB00000222364"
berberine	"CCMSLIB00000222366"
berberine	"CCMSLIB00000222368"
berberine	"CCMSLIB00000222371"
bergapten	"CCMSLIB00000222481"
bergapten	"CCMSLIB00000222483"
bergapten	"CCMSLIB00000222485"
bergapten	"CCMSLIB00000211322"
beta-alanine	"CCMSLIB00000223043"
beta-alanine	"CCMSLIB00000214988"
beta-alanine	"CCMSLIB00000214990"
beta-alanine	"CCMSLIB00000214992"
beta-alanine	"CCMSLIB00000214994"
beta-alanine	"CCMSLIB00000221123"
"beta-carotene-5,6-epoxide"	"CCMSLIB00000205474"
betaine	"CCMSLIB00000217500"
betaine	"CCMSLIB00000217502"
betaine	"CCMSLIB00000217504"
betaine	"CCMSLIB00000217506"
betaine	"CCMSLIB00000217508"
betaine	"CCMSLIB00000223266"
betaine	"CCMSLIB00000223267"
betaine	"CCMSLIB00000219928"
betaine	"CCMSLIB00000219930"
betaine	"CCMSLIB00000219932"
betaine	"CCMSLIB00000219934"
betaine	"CCMSLIB00000219936"
betaine	"CCMSLIB00000219938"
betaine	"CCMSLIB00000221642"
betaine	"CCMSLIB00000221644"
betanin	"CCMSLIB00000209946"
beta-thujaplicin	"CCMSLIB00000223197"
beta-thujaplicin	"CCMSLIB00000218465"
beta-thujaplicin	"CCMSLIB00000218467"
beta-thujaplicin	"CCMSLIB00000218469"
beta-thujaplicin	"CCMSLIB00000221440"
beta-thujaplicin	"CCMSLIB00000222417"
beta-thujaplicin	"CCMSLIB00000222419"
beta-tocopherol	"CCMSLIB00000217413"
beta-tocopherol	"CCMSLIB00000217415"
betonicine	"CCMSLIB00000217510"
betonicine	"CCMSLIB00000217512"
betonicine	"CCMSLIB00000217514"
betonicine	"CCMSLIB00000217516"
betonicine	"CCMSLIB00000217518"
bicuculline	"CCMSLIB00000222381"
bicuculline	"CCMSLIB00000222383"
bicuculline	"CCMSLIB00000222385"
bicuculline	"CCMSLIB00000222387"
biochanin a	"CCMSLIB00000221583"
biochanin a	"CCMSLIB00000221585"
biochanin a	"CCMSLIB00000221588"
biochanin a	"CCMSLIB00000221590"
biochanin a	"CCMSLIB00000222222"
biochanin a	"CCMSLIB00000222224"
biochanin a	"CCMSLIB00000222226"
biochanin a	"CCMSLIB00000222228"
biochanin a	"CCMSLIB00000222231"
biotin	"CCMSLIB00000221137"
boldine	"CCMSLIB00000222122"
brassicasterol	"CCMSLIB00000217558"
brucine	"CCMSLIB00000204898"
brucine	"CCMSLIB00000204907"
brucine	"CCMSLIB00000204914"
butanedioic acid	"CCMSLIB00000214641"
butanedioic acid	"CCMSLIB00000221977"
butanedioic acid	"CCMSLIB00000222672"
butyrate	"CCMSLIB00000212712"
butyrate	"CCMSLIB00000212713"
butyric acid	"CCMSLIB00000212712"
butyric acid	"CCMSLIB00000212713"
cadaverine	"CCMSLIB00000217579"
cadaverine	"CCMSLIB00000217581"
cadaverine	"CCMSLIB00000217583"
cadaverine	"CCMSLIB00000217585"
cadaverine	"CCMSLIB00000217587"
cadaverine	"CCMSLIB00000222856"
cadaverine	"CCMSLIB00000212513"
cadaverine	"CCMSLIB00000212515"
cadaverine	"CCMSLIB00000220750"
caffeic acid	"CCMSLIB00000222808"
caffeic acid	"CCMSLIB00000222809"
caffeic acid	"CCMSLIB00000222940"
caffeic acid	"CCMSLIB00000212035"
caffeic acid	"CCMSLIB00000212037"
caffeic acid	"CCMSLIB00000212039"
caffeic acid	"CCMSLIB00000212041"
caffeic acid	"CCMSLIB00000212043"
caffeic acid	"CCMSLIB00000212045"
caffeic acid	"CCMSLIB00000212047"
caffeic acid	"CCMSLIB00000212049"
caffeic acid	"CCMSLIB00000213393"
caffeic acid	"CCMSLIB00000213394"
caffeic acid	"CCMSLIB00000213396"
caffeic acid	"CCMSLIB00000213398"
caffeic acid	"CCMSLIB00000213400"
caffeic acid	"CCMSLIB00000215814"
caffeic acid	"CCMSLIB00000215816"
caffeic acid	"CCMSLIB00000215818"
caffeic acid	"CCMSLIB00000215820"
caffeic acid	"CCMSLIB00000215821"
caffeic acid	"CCMSLIB00000220916"
caffeic acid	"CCMSLIB00000221833"
caffeine	"CCMSLIB00000208274"
caffeine	"CCMSLIB00000208275"
caffeine	"CCMSLIB00000208276"
caffeine	"CCMSLIB00000208277"
caffeine	"CCMSLIB00000208278"
caffeine	"CCMSLIB00000208279"
caffeine	"CCMSLIB00000208280"
caffeine	"CCMSLIB00000208281"
caffeine	"CCMSLIB00000208282"
caffeine	"CCMSLIB00000208283"
caffeine	"CCMSLIB00000208284"
caffeine	"CCMSLIB00000208285"
caffeine	"CCMSLIB00000208286"
caffeine	"CCMSLIB00000208287"
caffeine	"CCMSLIB00000579199"
caffeine	"CCMSLIB00000579200"
caffeine	"CCMSLIB00000222176"
caffeine	"CCMSLIB00000222178"
caffeine	"CCMSLIB00000222180"
caffeine	"CCMSLIB00000222857"
caffeine	"CCMSLIB00000222858"
caffeine	"CCMSLIB00000223680"
caffeine	"CCMSLIB00000223681"
caffeine	"CCMSLIB00000223682"
caffeine	"CCMSLIB00000223683"
caffeine	"CCMSLIB00000212027"
caffeine	"CCMSLIB00000212029"
caffeine	"CCMSLIB00000212031"
caffeine	"CCMSLIB00000212033"
caffetannic acid	"CCMSLIB00000216626"
caffetannic acid	"CCMSLIB00000216628"
caffetannic acid	"CCMSLIB00000216630"
caffetannic acid	"CCMSLIB00000216632"
caffetannic acid	"CCMSLIB00000216634"
caffetannic acid	"CCMSLIB00000216636"
caffetannic acid	"CCMSLIB00000216637"
caffetannic acid	"CCMSLIB00000216640"
caffetannic acid	"CCMSLIB00000216641"
caffetannic acid	"CCMSLIB00000216643"
callistephin	"CCMSLIB00000223077"
calycosin-7-o-beta-d-glucoside	"CCMSLIB00000221419"
calycosin-7-o-beta-d-glucoside	"CCMSLIB00000222392"
calycosin-7-o-beta-d-glucoside	"CCMSLIB00000222394"
camp	"CCMSLIB00000222930"
camp	"CCMSLIB00000222931"
camp	"CCMSLIB00000213284"
camp	"CCMSLIB00000213285"
camp	"CCMSLIB00000213287"
camp	"CCMSLIB00000213289"
camp	"CCMSLIB00000213291"
camp	"CCMSLIB00000213293"
camp	"CCMSLIB00000213295"
camp	"CCMSLIB00000213297"
camp	"CCMSLIB00000213299"
camp	"CCMSLIB00000213301"
camp	"CCMSLIB00000213303"
camp	"CCMSLIB00000213305"
camp	"CCMSLIB00000220897"
camp	"CCMSLIB00000220899"
camp	"CCMSLIB00000221830"
camphene	"CCMSLIB00000218481"
canavanine	"CCMSLIB00000217679"
canavanine	"CCMSLIB00000217681"
canavanine	"CCMSLIB00000217683"
canavanine	"CCMSLIB00000217685"
canavanine	"CCMSLIB00000217687"
canthaxanthin	"CCMSLIB00000216740"
canthaxanthin	"CCMSLIB00000216742"
canthaxanthin	"CCMSLIB00000216744"
canthaxanthin	"CCMSLIB00000216746"
canthaxanthin	"CCMSLIB00000216748"
caproic acid	"CCMSLIB00000213917"
capsaicin	"CCMSLIB00000223086"
capsaicin	"CCMSLIB00000215778"
capsaicin	"CCMSLIB00000215780"
capsaicin	"CCMSLIB00000215782"
capsaicin	"CCMSLIB00000215784"
capsaicin	"CCMSLIB00000215786"
capsaicin	"CCMSLIB00000215788"
capsaicin	"CCMSLIB00000221207"
capsaicin	"CCMSLIB00000222127"
carnitine	"CCMSLIB00000217608"
carnitine	"CCMSLIB00000217610"
carnitine	"CCMSLIB00000217612"
carnitine	"CCMSLIB00000217614"
carnitine	"CCMSLIB00000217616"
carnosine	"CCMSLIB00000216119"
carnosine	"CCMSLIB00000216121"
carnosine	"CCMSLIB00000216123"
carnosine	"CCMSLIB00000216293"
carnosine	"CCMSLIB00000216295"
carnosine	"CCMSLIB00000217540"
carnosine	"CCMSLIB00000217543"
carnosine	"CCMSLIB00000217545"
carnosine	"CCMSLIB00000217547"
carnosine	"CCMSLIB00000217549"
carnosine	"CCMSLIB00000221147"
catechin	"CCMSLIB00000222059"
catechin	"CCMSLIB00000222062"
catechin	"CCMSLIB00000222063"
catechin	"CCMSLIB00000222065"
catechol	"CCMSLIB00000223089"
catechol	"CCMSLIB00000215078"
catechol	"CCMSLIB00000215080"
catechol	"CCMSLIB00000215887"
catechol	"CCMSLIB00000215889"
catechol	"CCMSLIB00000215891"
catechol	"CCMSLIB00000215893"
catechol	"CCMSLIB00000215895"
catechol	"CCMSLIB00000215897"
catechol	"CCMSLIB00000221213"
catechol	"CCMSLIB00000222034"
catechol	"CCMSLIB00000222036"
catechol	"CCMSLIB00000222135"
cgmp	"CCMSLIB00000222971"
cgmp	"CCMSLIB00000213798"
cgmp	"CCMSLIB00000213800"
cgmp	"CCMSLIB00000213802"
cgmp	"CCMSLIB00000213804"
cgmp	"CCMSLIB00000213806"
cgmp	"CCMSLIB00000213808"
cgmp	"CCMSLIB00000213810"
cgmp	"CCMSLIB00000213812"
cgmp	"CCMSLIB00000213814"
cgmp	"CCMSLIB00000213816"
cgmp	"CCMSLIB00000213818"
cgmp	"CCMSLIB00000213820"
cgmp	"CCMSLIB00000220979"
cgmp	"CCMSLIB00000221891"
chalcone	"CCMSLIB00000222873"
chalcone	"CCMSLIB00000212662"
chalcone	"CCMSLIB00000212664"
chalcone	"CCMSLIB00000212666"
chalcone	"CCMSLIB00000212668"
chalcone	"CCMSLIB00000212670"
chalcone	"CCMSLIB00000212672"
chalcone	"CCMSLIB00000220785"
chelidonine	"CCMSLIB00000222124"
chenodeoxycholic acid	"CCMSLIB00000216849"
chenodeoxycholic acid	"CCMSLIB00000216850"
chenodeoxycholic acid	"CCMSLIB00000216852"
chenodeoxycholic acid	"CCMSLIB00000216854"
chenodeoxycholic acid	"CCMSLIB00000216856"
chenodeoxycholic acid	"CCMSLIB00000216858"
chenodeoxycholic acid	"CCMSLIB00000216860"
chenodeoxycholic acid	"CCMSLIB00000216862"
chenodeoxycholic acid	"CCMSLIB00000216864"
chenodeoxycholic acid	"CCMSLIB00000222252"
chenodeoxycholic acid	"CCMSLIB00000222254"
chlorogenic acid	"CCMSLIB00000222210"
chlorogenic acid	"CCMSLIB00000222495"
chlorogenic acid	"CCMSLIB00000222497"
cholalic acid	"CCMSLIB00000216849"
cholalic acid	"CCMSLIB00000216850"
cholalic acid	"CCMSLIB00000216852"
cholalic acid	"CCMSLIB00000216854"
cholalic acid	"CCMSLIB00000216856"
cholalic acid	"CCMSLIB00000216858"
cholalic acid	"CCMSLIB00000216860"
cholalic acid	"CCMSLIB00000216862"
cholalic acid	"CCMSLIB00000216864"
cholalic acid	"CCMSLIB00000222252"
cholalic acid	"CCMSLIB00000222254"
choline	"CCMSLIB00000222126"
choline	"CCMSLIB00000222128"
choline	"CCMSLIB00000223228"
choline	"CCMSLIB00000223229"
chrysanthemin	"CCMSLIB00000223169"
chrysanthemin	"CCMSLIB00000217745"
chrysanthemin	"CCMSLIB00000217746"
chrysanthemin	"CCMSLIB00000217748"
chrysanthemin	"CCMSLIB00000217750"
chrysanthemin	"CCMSLIB00000217752"
chrysanthemin	"CCMSLIB00000217754"
chrysanthemin	"CCMSLIB00000221385"
chrysanthemin	"CCMSLIB00000222352"
cinaroside	"CCMSLIB00000223074"
cinaroside	"CCMSLIB00000215513"
cinaroside	"CCMSLIB00000215514"
cinaroside	"CCMSLIB00000215516"
cinaroside	"CCMSLIB00000215518"
cinaroside	"CCMSLIB00000215520"
cinaroside	"CCMSLIB00000215522"
cinaroside	"CCMSLIB00000215525"
cinaroside	"CCMSLIB00000215526"
cinaroside	"CCMSLIB00000215528"
